Date,Close,Volume
2024-02-26,440.0,35
2024-02-27,467.99,18
2024-02-28,453.6,10
2024-02-29,421.0,93
2024-03-06,459.99,40
2024-03-13,467.99,360
2024-03-15,479.99,60
2024-03-19,534.48,10
2024-03-22,520.0,10
2024-03-26,455.0,840
2024-04-02,485.0,1
2024-04-04,522.57,1000
2024-04-24,495.0,1955
2024-04-25,520.0,236
2024-05-09,475.0,45
2024-05-13,480.0,300
2024-05-14,480.0,1333
2024-05-15,480.0,1500
2024-05-16,480.0,7
2024-05-22,480.0,413
2024-05-28,480.0,30
2024-05-29,480.0,1742
2024-05-31,480.0,205
2024-06-12,480.94,808
2024-06-13,480.0,4000
2024-06-14,480.06,953
2024-06-17,500.0,1
2024-06-26,480.0,70
2024-06-27,500.0,74
2024-07-02,500.0,200
2024-07-09,500.0,12
2024-07-18,484.32,1237
2024-07-22,556.0,1
2024-07-24,540.0,10
2024-07-25,480.0,490
2024-07-26,535.0,26
2024-07-29,540.0,20
2024-08-06,490.0,420
2024-08-14,530.0,2
2024-08-15,530.0,2
2024-08-16,530.0,10
2024-08-19,530.0,5
2024-08-22,530.0,3
2024-08-23,529.4,67
2024-08-26,530.0,13
2024-08-28,528.0,11
2024-08-29,546.6,731
2024-08-30,550.0,1
2024-09-02,530.0,107
2024-09-03,530.0,193
2024-09-05,530.0,390
2024-09-11,535.0,59
2024-09-17,535.0,174
2024-09-19,540.05,1878
2024-09-20,539.52,444
2024-09-25,540.05,1999
2024-09-27,540.0,1000
2024-10-07,540.0,70
2024-10-22,540.0,150
2024-10-25,540.0,70
2024-10-28,540.0,598
2024-11-11,540.01,9
2024-11-13,540.01,97
2024-11-14,540.0,108
2024-11-21,540.0,5
2024-11-22,620.0,10
2024-11-25,620.0,12
2024-11-27,619.0,1082
2024-12-02,620.0,13
2024-12-05,610.0,7
2024-12-06,540.0,140
2025-01-06,589.0,720
2025-01-09,540.71,280
2025-01-13,550.0,23
2025-01-20,566.55,235
2025-01-22,645.6,521
2025-01-23,699.0,132
2025-01-24,700.0,30
2025-01-27,710.0,10
2025-01-28,700.0,140
2025-01-29,750.0,100
2025-01-30,750.0,79
2025-01-31,800.0,333
2025-02-05,900.0,3
2025-02-06,950.0,67
2025-02-07,949.98,51
2025-02-10,810.0,146
2025-02-11,800.0,132
2025-02-12,850.0,378
2025-02-13,850.0,33
2025-02-14,850.0,6
2025-02-17,850.0,8
2025-02-18,811.02,118
2025-02-20,772.31,266
2025-02-21,850.0,6
2025-02-24,850.0,3
2025-02-25,750.1,211
2025-02-26,750.34,780
2025-02-27,740.0,30
2025-03-06,740.0,494
2025-03-07,850.0,40
2025-03-10,850.0,4
2025-03-11,848.0,18
2025-03-17,741.52,79
2025-03-18,740.0,487
2025-03-20,741.52,10
2025-03-24,750.0,6
2025-03-25,700.0,552
2025-03-26,700.0,93
2025-03-31,700.0,1
2025-04-02,750.0,5
2025-04-04,750.0,9
2025-04-07,845.0,70
2025-04-08,847.0,15
2025-04-11,847.29,79
2025-04-14,848.0,15
2025-04-16,840.0,10
2025-04-17,840.0,5
2025-04-21,800.0,20
2025-04-22,800.0,4
2025-04-24,799.0,5
2025-04-30,799.65,166
2025-05-01,800.0,6
2025-05-02,721.59,336
2025-05-05,703.59,501
2025-05-06,700.0,659
2025-05-07,799.0,2
