Date,Close,Volume
2023-05-31,33900.0,7152
2023-06-02,33000.0,1261
2023-06-05,32840.0,4174
2023-06-06,34820.0,9074
2023-06-07,34800.0,2727
2023-06-08,33080.0,42
2023-06-09,32500.0,4
2023-06-12,35280.0,24441
2023-06-13,34580.0,40
2023-06-14,38240.0,4387
2023-06-15,34860.0,234
2023-06-16,34500.0,14
2023-06-19,36380.0,15
2023-06-20,34900.0,5
2023-06-21,35540.0,38
2023-06-22,36000.0,46
2023-06-23,35460.0,15
2023-06-26,34700.0,38
2023-06-27,34600.0,43
2023-06-28,34560.0,20
2023-06-29,34340.0,28
2023-06-30,34000.0,68
2023-07-03,34260.0,119
2023-07-04,34000.0,89
2023-07-05,33580.0,66
2023-07-06,33500.0,95
2023-07-07,33600.0,33
2023-07-17,33100.0,230
2023-07-18,33000.0,94
2023-07-19,33100.0,39
2023-07-20,33420.0,76
2023-07-21,33500.0,59
2023-07-24,33000.0,25
2023-07-25,33460.0,17
2023-07-26,33000.0,17
2023-07-27,33000.0,26
2023-07-28,33000.0,20
2023-07-31,33000.0,47
2023-08-01,33000.0,19
2023-08-02,33000.0,9
2023-08-03,32540.0,56
2023-08-04,32100.0,48
2023-08-07,32020.0,48
2023-08-08,32020.0,141
2023-08-09,30980.0,54
2023-08-10,31140.0,83
2023-08-11,31200.0,2
2023-08-14,29700.0,36
2023-08-15,29080.0,55
2023-08-16,31980.0,5230
2023-08-17,30000.0,76
2023-08-18,29300.0,96
2023-08-21,29300.0,16
2023-08-22,29300.0,38
2023-08-23,29320.0,20
2023-08-24,29320.0,283
2023-08-25,29220.0,10
2023-08-28,29200.0,1
2023-08-29,29240.0,78
2023-08-30,29100.0,16
2023-08-31,29220.0,28
2023-09-01,29100.0,12
2023-09-04,29700.0,52
2023-09-05,28440.0,110
2023-09-06,27000.0,137
2023-09-07,28980.0,4
2023-09-08,28480.0,14
2023-09-11,28000.0,73
2023-09-12,27980.0,15
2023-09-13,27840.0,32
2023-09-14,27200.0,31
2023-09-15,26560.0,148
2023-09-18,26300.0,105
2023-09-19,25380.0,11
2023-09-20,25640.0,19
2023-09-21,27800.0,56
2023-09-22,25640.0,19
2023-09-25,27500.0,34
2023-09-26,26300.0,18
2023-09-27,27960.0,31
2023-09-28,27960.0,8
2023-10-02,27900.0,6
2023-10-03,27500.0,98
2023-10-04,25660.0,54
2023-10-05,27480.0,29
2023-10-09,28100.0,557
2023-10-10,28180.0,34
2023-10-11,26320.0,29
2023-10-12,28260.0,10
2023-10-13,28220.0,6
2023-10-16,28180.0,3
2023-10-17,28120.0,17
2023-10-18,27980.0,47
2023-10-20,26540.0,105
2023-10-23,27300.0,59
2023-10-24,26640.0,40
2023-10-25,26600.0,126
2023-10-26,26600.0,5
2023-10-27,25700.0,41
2023-10-30,25000.0,228
2023-10-31,26140.0,54
2023-11-01,26360.0,8
2023-11-02,26360.0,5
2023-11-03,26340.0,226
2023-11-06,26300.0,156
2023-11-07,26300.0,8
2023-11-08,25300.0,69
2023-11-09,25140.0,32
2023-11-10,25520.0,8
2023-11-13,26180.0,6
2023-11-15,25320.0,20
2023-11-17,25980.0,87
2023-11-20,25840.0,36
2023-11-21,25400.0,34
2023-11-23,25400.0,26
2023-11-24,25940.0,20
2023-11-27,25700.0,1
2023-11-28,25420.0,112
2023-11-29,25100.0,55
2023-11-30,25100.0,33
2023-12-01,25480.0,265
2023-12-04,25060.0,24
2023-12-05,25400.0,3
2023-12-06,25000.0,30
2023-12-07,25400.0,1
2023-12-11,25900.0,257
2023-12-12,26520.0,953
