Date,Close,Volume
2019-06-10,1682.0,9712
2019-06-11,1709.0,15600
2019-06-12,1750.0,38919
2019-06-13,1815.0,12234
2019-06-14,1832.0,15904
2019-06-17,1825.0,25
2019-06-18,1794.0,8668
2019-06-19,1804.0,17690
2019-06-20,1826.0,12768
2019-06-21,1810.0,13472
2019-06-24,1811.0,16678
2019-06-25,1813.0,2562
2019-06-26,1815.0,7560
2019-06-27,1824.0,1022
2019-06-28,1802.0,2893
2019-07-01,1824.0,1215
2019-07-02,1812.0,376
2019-07-03,1819.0,202
2019-07-04,1806.0,21739
2019-07-05,1777.0,701
2019-07-08,1800.0,128
2019-07-09,1813.0,10
2019-07-10,1799.0,50
2019-07-16,1700.0,13290
2019-07-17,1754.0,1014
2019-07-18,1763.0,403
2019-07-19,1764.0,6230
2019-07-22,1775.0,1446
2019-07-23,1801.0,120
2019-07-24,1805.0,3558
2019-07-25,1813.0,1616
2019-07-26,1816.0,3233
2019-07-29,1825.0,9153
2019-07-30,1829.0,1447
2019-07-31,1820.0,1350
2019-08-01,1825.0,3714
2019-08-02,1830.0,1465
2019-08-05,1866.0,2970
2019-08-06,1869.0,3552
2019-08-07,1876.0,5264
2019-08-08,1888.0,3843
2019-08-09,1891.0,2750
2019-08-12,1902.0,2138
2019-08-13,1913.0,3520
2019-08-14,1926.0,10055
2019-08-15,1920.0,105
2019-08-16,1900.0,450
2019-08-19,1873.0,7215
2019-08-20,1900.0,100
2019-08-21,1901.0,1389
2019-08-22,1907.0,710
2019-08-23,1909.0,1695
2019-08-26,1910.0,101
2019-08-27,1910.0,2649
2019-08-28,1915.0,1246
2019-08-29,1916.0,480
2019-08-30,1920.0,2055
2019-09-02,1925.0,2182
2019-09-04,1890.0,2101
2019-09-05,1850.0,851
2019-09-06,1850.0,154
2019-09-07,1920.0,57783
2019-09-09,1925.0,600
2019-09-10,1994.0,3358
2019-09-11,1990.0,621
2019-09-12,1995.0,1821
2019-09-13,1995.0,15
2019-09-16,2000.0,1435
2019-09-17,1999.0,252
2019-09-18,1998.0,110
2019-09-19,1999.0,240
2019-09-20,2000.0,3116
2019-09-23,2000.0,704
2019-09-24,1998.0,450
2019-09-25,1999.0,4330
2019-09-26,2000.0,1267
2019-09-27,1998.0,28012
2019-09-30,1853.0,14645
2019-10-01,1995.0,440
2019-10-02,1995.0,240
2019-10-03,1998.0,6420
2019-10-04,1994.0,413
2019-10-07,1998.0,100
2019-10-08,1998.0,1782
2019-10-09,2002.0,10175
2019-10-10,2008.0,25228
2019-10-11,2017.0,1434
2019-10-14,2020.0,250
2019-10-15,2048.0,410
2019-10-16,2048.0,8327
2019-10-17,2043.0,414
2019-10-18,2043.0,11
2019-10-21,1958.0,5071
2019-10-22,1981.0,24859
2019-10-23,2000.0,3210
2019-10-24,1998.0,17870
2019-10-25,1999.0,1040
2019-10-28,2015.0,7550
2019-10-29,2043.0,370
2019-10-30,2045.0,1255
2019-10-31,2047.0,550
2019-11-01,2097.0,1486
2019-11-04,2069.0,1260
2019-11-05,2087.0,1542
2019-11-06,2050.0,321
2019-11-07,2079.0,5935
2019-11-08,2081.0,65
2019-11-11,2077.0,885
2019-11-12,2100.0,650
2019-11-13,2101.0,395
2019-11-14,2102.0,5002
2019-11-15,2109.0,1432
2019-11-18,2054.0,100
2019-11-19,2088.0,707
2019-11-20,2114.0,1340
2019-11-21,2185.0,165
2019-11-22,2150.0,95
2019-11-25,2150.0,202
2019-11-28,2150.0,330
2019-11-29,2148.0,70
2019-12-02,2150.0,3540
2019-12-03,2158.0,4318
2019-12-04,2162.0,102691
2019-12-05,2165.0,2770
2019-12-06,2167.0,1413
2019-12-09,2169.0,55
2019-12-10,2180.0,60
2019-12-11,2169.0,220
2019-12-12,2170.0,159
2019-12-13,2172.0,86
2019-12-16,2174.0,20
2019-12-17,2159.0,1155
2019-12-18,2192.0,3100
2019-12-19,2178.0,220
2019-12-20,2179.0,75
2019-12-23,2183.0,830
2019-12-24,2185.0,5258
2019-12-25,2187.0,111
2019-12-26,2189.0,270
2019-12-27,2472.0,12311
2019-12-30,2220.0,3517
2019-12-31,2198.0,898
2020-01-02,2200.0,401
2020-01-03,2201.0,30
2020-01-06,2204.0,610
2020-01-07,2273.0,1550
2020-01-08,2400.0,701
2020-01-09,2491.0,2783
2020-01-10,2584.0,12355
2020-01-13,2594.0,5840
