Date,Close,Volume
2022-12-09,1305.0,1219005
2022-12-12,1163.0,733133
2022-12-13,1160.0,630639
2022-12-14,1180.0,184979
2022-12-15,1220.0,125206
2022-12-16,1244.0,76367
2022-12-19,1248.0,166210
2022-12-20,1223.0,71804
2022-12-21,1183.0,87970
2022-12-22,1216.0,52223
2022-12-23,1191.0,70058
2022-12-26,1191.0,191419
2022-12-27,1234.0,458334
2022-12-28,1240.0,264732
2022-12-30,1274.0,225935
2023-01-02,1244.0,65340
2023-01-03,1237.0,39792
2023-01-04,1218.0,10204
2023-01-05,1220.0,27183
2023-01-06,1214.0,23768
2023-01-09,1193.0,22747
2023-01-10,1190.0,47476
2023-01-11,1204.0,62217
2023-01-12,1182.0,18150
2023-01-13,1177.0,21688
2023-01-16,1174.0,22671
2023-01-17,1170.0,31760
2023-01-18,1166.0,9911
2023-01-19,1156.0,50094
2023-01-20,1126.0,19920
2023-01-23,1164.0,66797
2023-01-24,1216.0,72305
2023-01-25,1240.0,160384
2023-01-26,1261.0,176927
2023-01-27,1275.0,201091
2023-01-30,1262.0,261113
2023-01-31,1273.0,105713
2023-02-01,1288.0,586757
2023-02-02,1288.0,252401
2023-02-03,1282.0,134153
2023-02-06,1172.0,50062
2023-02-07,1179.0,6334
2023-02-08,1184.0,19217
2023-02-09,1141.0,14260
2023-02-10,1156.0,8065
2023-02-13,1145.0,15593
2023-02-14,1135.0,16068
2023-02-15,1146.0,19939
2023-02-16,1135.0,26270
2023-02-17,1145.0,10040
2023-02-20,1153.0,15727
2023-02-24,1152.0,11087
2023-02-27,1145.0,22200
2023-02-28,1151.0,9613
2023-03-01,1145.0,7272
2023-03-02,1141.0,12298
2023-03-03,1131.0,12863
2023-03-06,1127.0,9731
2023-03-07,1126.0,31794
2023-03-09,1137.0,27052
2023-03-10,1119.0,14554
2023-03-13,1111.0,18195
2023-03-14,1110.0,18139
2023-03-15,1100.0,19955
2023-03-16,1109.0,23781
2023-03-17,1108.0,26682
2023-03-20,1100.0,19424
2023-03-21,1087.0,62997
2023-03-22,1089.0,42809
2023-03-23,1089.0,23839
2023-03-24,1088.0,42175
2023-03-27,1094.0,57116
2023-03-28,1063.0,38841
2023-03-29,1081.0,11204
2023-03-30,1077.0,111186
2023-03-31,1021.0,11298
2023-04-03,1005.0,14870
2023-04-04,1005.0,24889
2023-04-05,985.58,67906
2023-04-06,924.89,27173
2023-04-07,979.64,48485
2023-04-10,1012.0,63359
2023-04-11,1008.0,56283
2023-04-12,995.14,46670
2023-04-13,965.72,10144
2023-04-14,968.01,8848
2023-04-17,981.43,17840
2023-04-18,984.22,16870
2023-04-19,999.58,40331
2023-04-20,1065.0,54078
2023-04-21,1082.0,11869
2023-04-24,1094.0,59998
2023-04-25,1139.0,294440
2023-04-26,1111.0,83339
2023-04-27,1034.0,6320
2023-04-28,1055.0,2228
2023-05-01,1056.0,12814
2023-05-02,1049.0,15273
2023-05-03,1052.0,32949
2023-05-04,1040.0,19303
2023-05-05,1019.0,16351
2023-05-08,1021.0,11268
2023-05-09,1023.0,7181
2023-05-10,1025.0,5317
2023-05-11,1037.0,22454
2023-05-12,1042.0,2334
2023-05-15,1005.0,17654
2023-05-16,1005.0,7084
2023-05-17,1013.0,4297
2023-05-18,1009.0,4516
2023-05-19,1004.0,28333
2023-05-22,995.0,15110
2023-05-23,986.11,29676
2023-05-24,982.22,8734
2023-05-25,970.45,38601
2023-05-26,986.88,3682
2023-05-29,972.55,11870
2023-05-30,974.02,25148
2023-05-31,979.43,6102
